0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:04 +0530] "GET /CustomerCareSystem/updateuser.jsp?id=1&name=Tharuka+Sanjeewa&address=Anuradhapura&phone=0762157138&stream=Science&uname=Tharuka&psw=Tharuka%402001 HTTP/1.1" 200 2174
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:04 +0530] "GET /CustomerCareSystem/css/updateuser.css HTTP/1.1" 200 3927
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:09 +0530] "GET /CustomerCareSystem/allticket?userid=1 HTTP/1.1" 200 1422
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:09 +0530] "GET /CustomerCareSystem/css/viewticket.css HTTP/1.1" 200 1801
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:22 +0530] "GET /CustomerCareSystem/customercarehome.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:22 +0530] "GET /CustomerCareSystem/StudentDisplayServlet HTTP/1.1" 200 3460
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:22 +0530] "GET /CustomerCareSystem/css/customercarehome.css HTTP/1.1" 200 5032
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:22 +0530] "GET /CustomerCareSystem/js/ticket.js HTTP/1.1" 200 633
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:41 +0530] "GET /CustomerCareSystem/useracc.jsp HTTP/1.1" 200 2062
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:41 +0530] "GET /CustomerCareSystem/uploads/default-avatar.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:43 +0530] "GET /CustomerCareSystem/userlogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:06:43 +0530] "GET /CustomerCareSystem/signin.jsp HTTP/1.1" 200 865
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:05 +0530] "POST /CustomerCareSystem/signin HTTP/1.1" 200 1734
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:05 +0530] "GET /CustomerCareSystem/css/techacc.css HTTP/1.1" 200 3408
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:09 +0530] "GET /CustomerCareSystem/updatetech.jsp?id=1&name=Lasiru&address=Rathnapura&phone=0789087654&uname=Lasiru&psw=Lasiru%402002 HTTP/1.1" 200 1827
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:09 +0530] "GET /CustomerCareSystem/css/updatetech.css HTTP/1.1" 200 2066
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:18 +0530] "GET /CustomerCareSystem/techdashboard.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:18 +0530] "GET /CustomerCareSystem/ViewFaqsServlet HTTP/1.1" 200 8891
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:18 +0530] "GET /CustomerCareSystem/js/addfaqs.js HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:18 +0530] "GET /CustomerCareSystem/css/techdashboard.css HTTP/1.1" 200 2846
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:42 +0530] "GET /CustomerCareSystem/replyticket.jsp?id=2&userid=2&subject=Science&description=My+payment+is+failed...+why..%3fHelp...+&reply=Use+proper+card+details... HTTP/1.1" 200 1237
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:42 +0530] "GET /CustomerCareSystem/css/updatefaq.css HTTP/1.1" 200 1708
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:47 +0530] "GET /CustomerCareSystem/updatefaq.jsp?id=1&name=How+do+I+reset+my+student+portal+password%3f&description=You+can+click+Forgot+Password+on+the+login+page+and+follow+the+instructions. HTTP/1.1" 200 1101
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:47 +0530] "GET /CustomerCareSystem/js/updatefaqs.js HTTP/1.1" 200 506
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:54 +0530] "GET /CustomerCareSystem/techacc.jsp HTTP/1.1" 200 1734
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:56 +0530] "GET /CustomerCareSystem/userlogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:07:56 +0530] "GET /CustomerCareSystem/signin.jsp HTTP/1.1" 200 865
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:04 +0530] "POST /CustomerCareSystem/signin HTTP/1.1" 200 2062
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:04 +0530] "GET /CustomerCareSystem/uploads/default-avatar.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:07 +0530] "GET /CustomerCareSystem/customercarehome.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:07 +0530] "GET /CustomerCareSystem/StudentDisplayServlet HTTP/1.1" 200 3460
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:12 +0530] "GET /CustomerCareSystem/useracc.jsp HTTP/1.1" 200 2062
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:12 +0530] "GET /CustomerCareSystem/uploads/default-avatar.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:14 +0530] "GET /CustomerCareSystem/userlogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:14 +0530] "GET /CustomerCareSystem/signin.jsp HTTP/1.1" 200 865
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:25 +0530] "POST /CustomerCareSystem/signin HTTP/1.1" 200 341
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:25 +0530] "GET /CustomerCareSystem/css/adminerror.css HTTP/1.1" 200 1370
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:28 +0530] "GET /CustomerCareSystem/signin.jsp HTTP/1.1" 200 865
0:0:0:0:0:0:0:1 - - [12/Jun/2025:16:08:40 +0530] "POST /CustomerCareSystem/signin HTTP/1.1" 200 341
